"","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality","county","hand","os.use","tch.use","bmd.use"
"21","CITY OF BERLIN WAUSHARA",15,28.8461538461538,3,52,5.76923076923077,56,34,65.3846153846154,13,1,50,36,89.2857142857143,26,72,2,2,-2,2,2.84615384615384,-6.61538461538461,3.76923076923077,92.8571428571429,3.57142857142857,0,0,"WAUSHARA","CITY OF BERLIN","CITY OF BERLIN WARD 7",0,NA,NA,NA,"CITY OF BERLIN GREEN LAKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5513706925",1,2669,"Wisconsin","Green Lake City","Berlin","DRE-Touchscreen","Yes","City","CITY OF BERLIN","GREEN LAKE",0,1,1,0
"22","CITY OF BLACK RIVER FALLS JACKSON",750,48.8917861799218,93,1534,6.0625814863103,1933,691,45.0456323337679,956,20,1597,621,82.6176927056389,59.8622417031935,38.88541014402,1.25234815278647,-206,70,73,-10.9704555232717,6.16022218974789,4.81023333352383,79.3585100879462,-3.2591826176927,1,1,"JACKSON","CITY OF BLACK RIVER FALLS","CITY OF BLACK RIVER FALLS WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF BLACK RIVER FALLS JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5505307900",4,1978,"Wisconsin","Jackson City","Black River Falls","DRE-Touchscreen","Yes","City","CITY OF BLACK RIVER FALLS","JACKSON",0,1,1,0
"23","CITY OF BLAIR TREMPEALEAU",241,46.9785575048733,31,513,6.04288499025341,684,241,46.9785575048733,312,9,499,178,72.953216374269,62.5250501002004,35.6713426853707,1.80360721442886,-71,63,22,-15.5464925953271,11.3072148195025,4.23927777582455,75,2.046783625731,0,1,"TREMPEALEAU","CITY OF BLAIR","CITY OF BLAIR WARDS 1-3",0,NA,NA,NA,"CITY OF BLAIR TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512108075",1,608,"Wisconsin","Trempealeau City","Blair","DRE-Touchscreen","Yes","City","CITY OF BLAIR","TREMPEALEAU",1,0,1,0
"24","CITY OF BLOOMER CHIPPEWA",577,32.9902801600915,80,1749,4.57404230989137,2071,1092,62.4356775300172,802,16,1760,942,84.9830999517142,45.5681818181818,53.5227272727273,0.909090909090909,-225,150,64,-12.5779016580903,8.91295025728987,3.66495140080046,84.4519555770159,-0.531144374698215,0,0,"CHIPPEWA","CITY OF BLOOMER","CITY OF BLOOMER WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF BLOOMER CHIPPEWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501708225",1,2089,"Wisconsin","Chippewa City","Bloomer","DRE-Touchscreen","Yes","City","CITY OF BLOOMER","CHIPPEWA",0,1,1,0
"25","CITY OF BOSCOBEL GRANT",528,43.2078559738134,95,1222,7.77414075286416,1651,599,49.0180032733224,803,14,1219,402,73.8340399757723,65.8736669401148,32.9778506972929,1.14848236259229,-275,197,81,-22.6658109663014,16.0401525760296,6.62565839027187,74.0157480314961,0.181708055723803,0,1,"GRANT","CITY OF BOSCOBEL","CITY OF BOSCOBEL WARD 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF BOSCOBEL GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504308850",1,1532,"Wisconsin","Grant City","Boscobel","DRE-Touchscreen","Yes","City","CITY OF BOSCOBEL","GRANT",0,1,1,0
"26","CITY OF BRILLION CALUMET",501,31.9719208679004,81,1567,5.16911295469049,1761,985,62.8589661774091,701,21,1557,835,88.4156729131175,45.0224791265254,53.6287732819525,1.34874759152216,-200,150,60,-13.0505582586249,9.23019289545659,3.82036536316833,88.9835320840432,0.567859170925615,0,0,"CALUMET","CITY OF BRILLION","CITY OF BRILLION WARD 1-4",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","CITY OF BRILLION CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501509725",1,1759,"Wisconsin","Calumet City","Brillion","Optical Scan","Yes","City","CITY OF BRILLION","CALUMET",0,1,1,0
"27","CITY OF BRODHEAD GREEN",563,41.7655786350148,97,1348,7.19584569732938,1495,688,51.0385756676558,821,39,1385,525,92.6421404682274,59.2779783393502,37.9061371841155,2.8158844765343,-258,163,58,-17.5123997043353,13.1324384835403,4.37996122079508,90.1672240802676,-2.47491638795987,0,1,"GREEN","CITY OF BRODHEAD","CITY OF BRODHEAD WARDS 1-6",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","CITY OF BRODHEAD GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5504509925",1,1485,"Wisconsin","Green City","Brodhead","Optical Scan","Yes","City","CITY OF BRODHEAD","GREEN",0,1,0,1
"28","CITY OF BRODHEAD ROCK",14,45.1612903225806,4,31,12.9032258064516,42,13,41.9354838709677,13,0,29,16,69.0476190476191,44.8275862068966,55.1724137931034,0,1,-3,4,0.333704115684085,-13.2369299221357,12.9032258064516,73.8095238095238,4.76190476190476,1,0,"ROCK","CITY OF BRODHEAD","CITY OF BRODHEAD WARDS 7-8",0,NA,NA,NA,"CITY OF BRODHEAD GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5510509925",1,1485,"Wisconsin","Green City","Brodhead","Optical Scan","Yes","City","CITY OF BRODHEAD","GREEN",0,1,0,1
"29","CITY OF BROOKFIELD WAUKESHA",9144,36.9588941433248,1627,24741,6.5761286932622,29101,13970,56.464977163413,8085,209,25769,17475,88.550221641868,31.3749078349955,67.8140401257325,0.811052039271993,1059,-3505,1418,5.5839863083293,-11.3490629623195,5.7650766539902,85.0176969863579,-3.53252465551012,0,0,"WAUKESHA","CITY OF BROOKFIELD","CITY OF BROOKFIELD WARD 1",1,"ES&S","ES&S DS200","ES&S ExpressVote","CITY OF BROOKFIELD WAUKESHA",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513310025",24,28754,"Wisconsin","Waukesha City","Brookfield","Ballot Marking Device or System","Yes","City","CITY OF BROOKFIELD","WAUKESHA",0,1,0,1
"30","CITY OF BUFFALO CITY BUFFALO",251,41.0801963993453,37,611,6.0556464811784,661,323,52.8641571194763,293,9,563,261,85.1739788199697,52.0426287744227,46.3587921847247,1.59857904085258,-42,62,28,-10.9624323750774,6.50536493475158,4.45706744032582,92.4357034795764,7.26172465960666,0,1,"BUFFALO","CITY OF BUFFALO CITY","CITY OF BUFFALO CITY WARD 1",0,NA,NA,NA,"CITY OF BUFFALO CITY BUFFALO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501111062",1,660,"Wisconsin","Buffalo City","Buffalo City","DRE-Touchscreen","Yes","City","CITY OF BUFFALO CITY","BUFFALO",1,0,1,0
"31","CITY OF BURLINGTON RACINE",2005,38.5058574995199,327,5207,6.28000768196658,6140,2875,55.2141348185135,2311,46,5359,3002,87.2801302931596,43.1237171114014,56.0179137898862,0.858369098712446,-306,-127,281,-4.61785961188151,-0.803778971372637,5.42163858325414,84.8045602605863,-2.47557003257329,0,0,"RACINE","CITY OF BURLINGTON","CITY OF BURLINGTON WARDS 1-4",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF BURLINGTON RACINE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5510111200",2,6110,"Wisconsin","Racine City","Burlington","DRE-Touchscreen","Yes","City","CITY OF BURLINGTON","RACINE",0,1,1,0
"32","CITY OF BURLINGTON WALWORTH",1,100,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,100,100,1,0,"WALWORTH","CITY OF BURLINGTON","CITY OF BURLINGTON WARD 10",0,NA,NA,NA,"CITY OF BURLINGTON RACINE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512711200",2,6110,"Wisconsin","Racine City","Burlington","DRE-Touchscreen","Yes","City","CITY OF BURLINGTON","RACINE",0,1,1,0
"33","CITY OF CEDARBURG OZAUKEE",3009,41.7974718710932,572,7199,7.94554799277677,8581,3618,50.25698013613,2684,78,7251,4489,84.5006409509381,37.0155840573714,61.9087022479658,1.0757136946628,325,-871,494,4.78188781372181,-11.6517221118358,6.86983429811397,83.8946509730801,-0.605989977858059,0,0,"OZAUKEE","CITY OF CEDARBURG","CITY OF CEDARBURG WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","CITY OF CEDARBURG OZAUKEE",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5508913375",8,8305,"Wisconsin","Ozaukee City","Cedarburg","Optical Scan","Yes","City","CITY OF CEDARBURG","OZAUKEE",0,1,0,1
"34","CITY OF CHETEK BARRON",381,37.3895976447498,56,1019,5.49558390578999,1220,582,57.1148184494603,482,17,970,471,79.5081967213115,49.6907216494845,48.5567010309278,1.75257731958763,-101,111,39,-12.3011240047348,8.55811741853243,3.74300658620236,83.5245901639344,4.01639344262296,0,1,"BARRON","CITY OF CHETEK","CITY OF CHETEK WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF CHETEK BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5500514325",1,1221,"Wisconsin","Barron City","Chetek","DRE-Touchscreen","Yes","City","CITY OF CHETEK","BARRON",0,1,1,0
"35","CITY OF CHILTON CALUMET",637,35.5865921787709,98,1790,5.47486033519553,2112,1055,58.9385474860335,876,34,1862,952,88.1628787878788,47.046186895811,51.1278195488722,1.82599355531686,-239,103,64,-11.45959471704,7.81072793716135,3.64886677987867,84.7537878787879,-3.40909090909091,0,0,"CALUMET","CITY OF CHILTON","CITY OF CHILTON WARD 1-5",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","CITY OF CHILTON CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501514475",1,2063,"Wisconsin","Calumet City","Chilton","DRE-Touchscreen","Yes","City","CITY OF CHILTON","CALUMET",0,1,1,0
"36","CITY OF CHIPPEWA FALLS CHIPPEWA",2934,45.8652493356261,481,6397,7.51914960137564,7360,2982,46.6156010629983,3530,77,6272,2665,85.2173913043478,56.281887755102,42.4904336734694,1.22767857142857,-596,317,404,-10.416638419476,4.1251673895289,6.29147102994707,86.9157608695652,1.69836956521739,0,1,"CHIPPEWA","CITY OF CHIPPEWA FALLS","CITY OF CHIPPEWA FALLS WARD 1",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF CHIPPEWA FALLS CHIPPEWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501714575",8,7297,"Wisconsin","Chippewa City","Chippewa Falls","DRE-Touchscreen","Yes","City","CITY OF CHIPPEWA FALLS","CHIPPEWA",0,1,1,0
"37","CITY OF CLINTONVILLE WAUPACA",631,32.8817092235539,143,1919,7.45179781136008,2508,1145,59.666492965086,915,15,1927,997,76.8341307814992,47.4831344058121,51.7384535547483,0.778412039439543,-284,148,128,-14.6014251822582,7.92803941033767,6.67338577192054,76.5151515151515,-0.318979266347682,0,0,"WAUPACA","CITY OF CLINTONVILLE","CITY OF CLINTONVILLE WARD 1-7",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF CLINTONVILLE WAUPACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5513515725",1,2301,"Wisconsin","Waupaca City","Clintonville","DRE-Touchscreen","Yes","City","CITY OF CLINTONVILLE","WAUPACA",0,1,1,0
"38","CITY OF COLBY CLARK",169,30.8957952468007,39,547,7.12979890310786,602,339,61.9744058500914,223,6,539,310,89.5348837209302,41.3729128014842,57.5139146567718,1.11317254174397,-54,29,33,-10.4771175546835,4.4604911933196,6.01662636136389,90.8637873754153,1.32890365448505,0,0,"CLARK","CITY OF COLBY","CITY OF COLBY WARDS 2-4",1,"ES&S","ES&S M100","ES&S Automark","CITY OF COLBY CLARK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5501916150",1,601,"Wisconsin","Clark City","Colby","Ballot Marking Device or System","Yes","City","CITY OF COLBY","CLARK",0,1,0,1
"39","CITY OF COLBY MARATHON",85,36.1702127659575,19,235,8.08510638297872,276,131,55.7446808510638,110,7,226,109,81.8840579710145,48.6725663716814,48.2300884955752,3.09734513274336,-25,22,12,-12.502353605724,7.51459235548862,4.98776125023536,85.1449275362319,3.2608695652174,0,1,"MARATHON","CITY OF COLBY","CITY OF COLBY WARD 1",0,NA,NA,NA,"CITY OF COLBY CLARK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507316150",1,601,"Wisconsin","Clark City","Colby","Ballot Marking Device or System","Yes","City","CITY OF COLBY","CLARK",0,1,0,1
"40","CITY OF COLUMBUS COLUMBIA",1381,50.9782207456626,239,2709,8.82244370616464,3407,1089,40.1993355481728,1648,44,2737,1045,80.3346052245377,60.211910851297,38.1804895871392,1.60759956156376,-267,44,195,-9.23369010563444,2.01884596103356,7.21484414460088,79.5127678309363,-0.821837393601413,1,1,"COLUMBIA","CITY OF COLUMBUS","CITY OF COLUMBUS WARDS 1-8",1,"ES&S","ES&S M100","ES&S Automark","CITY OF COLUMBUS COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502116450",2,3241,"Wisconsin","Columbia City","Columbus","Ballot Marking Device or System","Yes","City","CITY OF COLUMBUS","COLUMBIA",0,1,0,1
"41","CITY OF CORNELL CHIPPEWA",207,32.1428571428571,22,644,3.41614906832298,780,415,64.4409937888199,323,7,657,327,84.2307692307692,49.1628614916286,49.7716894977169,1.06544901065449,-116,88,15,-17.0200043487715,14.669304291103,2.35070005766849,82.5641025641026,-1.66666666666667,0,0,"CHIPPEWA","CITY OF CORNELL","CITY OF CORNELL WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF CORNELL CHIPPEWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5501717100",1,787,"Wisconsin","Chippewa City","Cornell","DRE-Touchscreen","Yes","City","CITY OF CORNELL","CHIPPEWA",0,1,1,0
"42","CITY OF CRANDON FOREST",253,32.1473951715375,30,787,3.81194409148666,1086,504,64.0406607369759,422,9,810,379,74.585635359116,52.0987654320988,46.7901234567901,1.11111111111111,-169,125,21,-19.9513702605613,17.2505372801857,2.70083298037555,72.4677716390424,-2.11786372007367,0,1,"FOREST","CITY OF CRANDON","CITY OF CRANDON WARDS 1-4",0,NA,NA,NA,"CITY OF CRANDON FOREST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504117425",1,1023,"Wisconsin","Forest City","Crandon","DRE-Touchscreen","Yes","City","CITY OF CRANDON","FOREST",1,0,1,0
"43","CITY OF CUBA CITY GRANT",400,47.4495848161329,59,843,6.9988137603796,1124,384,45.5516014234875,573,12,923,338,82.1174377224199,62.080173347779,36.6197183098592,1.30010834236186,-173,46,47,-14.6305885316461,8.93188311362838,5.69870541801773,75,-7.11743772241992,1,1,"GRANT","CITY OF CUBA CITY","CITY OF CUBA CITY WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF CUBA CITY GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504317950",1,1049,"Wisconsin","Grant City","Cuba City","DRE-Touchscreen","Yes","City","CITY OF CUBA CITY","GRANT",0,1,1,0
"44","CITY OF CUBA CITY LAFAYETTE",59,47.5806451612903,8,124,6.45161290322581,153,57,45.9677419354839,78,1,120,41,78.4313725490196,65,34.1666666666667,0.833333333333333,-19,16,7,-17.4193548387097,11.8010752688172,5.61827956989247,81.0457516339869,2.61437908496731,1,1,"LAFAYETTE","CITY OF CUBA CITY","CITY OF CUBA CITY WARD 5",0,NA,NA,NA,"CITY OF CUBA CITY GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5506517950",1,1049,"Wisconsin","Grant City","Cuba City","DRE-Touchscreen","Yes","City","CITY OF CUBA CITY","GRANT",0,1,1,0
"45","CITY OF CUDAHY MILWAUKEE",4514,49.8894783377542,595,9048,6.57603890362511,10996,3939,43.5344827586207,5621,132,9938,4185,90.3783193888687,56.5606761923928,42.1110887502516,1.3282350573556,-1107,-246,463,-6.67119785463863,1.42339400836914,5.24780384626951,82.2844670789378,-8.09385230993088,1,1,"MILWAUKEE","CITY OF CUDAHY","CITY OF CUDAHY WARD 1-3",1,"ES&S","ES&S DS200","ES&S Automark","CITY OF CUDAHY MILWAUKEE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507917975",7,10892,"Wisconsin","Milwaukee City","Cudahy","Ballot Marking Device or System","Yes","City","CITY OF CUDAHY","MILWAUKEE",0,1,0,1
